date,product,sku,quantity,category,cost_price,selling_price
2025-10-09,Century Tuna Flakes in Oil,CAN-CTF-155,4,Canned Goods,38.00,48.00
2025-10-09,Nescafé 3-in-1 Original,BEV-N3N-01,7,Beverages,5.00,7.00
2025-10-09,San Miguel Pale Pilsen 330ml,BEV-SMB-330,9,Beverages,50.00,65.00
2025-10-09,Coca-Cola 1.5L,BEV-CCR-15L,9,Beverages,55.00,70.00
2025-10-09,Milo Powdered Drink 33g Sachet,BEV-MIL-33,10,Beverages,6.00,9.00
2025-10-09,Kopiko 3-in-1 Coffee Sachet,BEV-KPK-01,7,Beverages,6.00,9.00
2025-10-09,Sky Flakes Crackers,SNK-SKF-01,7,Snacks,8.00,12.00
2025-10-09,Chippy Barbecue 110g,SNK-CHP-110,7,Snacks,12.00,18.00
2025-10-09,Surf Detergent Powder 65g,HSH-SRF-65,3,Household,6.00,9.00
2025-10-09,Colgate Toothpaste 150g,BDY-COL-150,6,Body Care,55.00,72.00
2025-10-09,Palmolive Shampoo Sachet,BDY-PLM-01,11,Body Care,5.00,8.00
2025-10-09,Datu Puti Soy Sauce 385ml,CON-DTP-385,5,Condiments,18.00,25.00
2025-10-09,Bear Brand Powdered Milk 320g,DRY-BBM-320,4,Dairy,70.00,90.00
2025-10-09,Pandesal 10pcs,BKY-PDS-10,6,Bakery,45.00,60.00
2025-10-09,Fresh Eggs Tray 30s,FRS-EGG-30,7,Fresh,210.00,260.00
2025-10-09,CDO Hotdog 1kg,FRS-HTD-1K,9,Fresh,180.00,230.00
2025-10-10,Golden Fiesta Cooking Oil 1L,PNT-OIL-1L,7,Pantry,60.00,75.00
2025-10-10,Lucky Me Pancit Canton,PNT-LMC-55G,9,Pantry,10.00,14.00
2025-10-10,Argentina Corned Beef 175g,CAN-ACB-175,4,Canned Goods,45.00,55.00
2025-10-10,Century Tuna Flakes in Oil,CAN-CTF-155,8,Canned Goods,38.00,48.00
2025-10-10,Nescafé 3-in-1 Original,BEV-N3N-01,2,Beverages,5.00,7.00
2025-10-10,San Miguel Pale Pilsen 330ml,BEV-SMB-330,10,Beverages,50.00,65.00
2025-10-10,Coca-Cola 1.5L,BEV-CCR-15L,10,Beverages,55.00,70.00
10-Oct-25,Milo Powdered Drink 33g Sachet,BEV-MIL-33,12,Beverages,6.00,9.00
2025-10-10,Kopiko 3-in-1 Coffee Sachet,BEV-KPK-01,5,Beverages,6.00,9.00
2025-10-10,Sky Flakes Crackers,SNK-SKF-01,7,Snacks,8.00,12.00
2025-10-10,Chippy Barbecue 110g,SNK-CHP-110,8,Snacks,12.00,18.00
2025-10-10,Surf Detergent Powder 65g,HSH-SRF-65,4,Household,6.00,9.00
2025-10-10,Safeguard Soap 90g,BDY-SFG-90,6,Body Care,22.00,30.00
2025-10-10,Colgate Toothpaste 150g,BDY-COL-150,3,Body Care,55.00,72.00
2025-10-10,Palmolive Shampoo Sachet,BDY-PLM-01,10,Body Care,5.00,8.00
2025-10-10,Datu Puti Soy Sauce 385ml,CON-DTP-385,4,Condiments,18.00,25.00
2025-10-10,Bear Brand Powdered Milk 320g,DRY-BBM-320,5,Dairy,70.00,90.00
2025-10-10,Pandesal 10pcs,BKY-PDS-10,8,Bakery,45.00,60.00
2025-10-10,Fresh Eggs Tray 30s,FRS-EGG-30,14,Fresh,210.00,260.00
2025-10-10,CDO Hotdog 1kg,FRS-HTD-1K,5,Fresh,180.00,230.00
2025-10-11,Golden Fiesta Cooking Oil 1L,PNT-OIL-1L,5,Pantry,60.00,75.00
2025-10-11,Lucky Me Pancit Canton,PNT-LMC-55G,25,Pantry,10.00,14.00
2025-10-11,Argentina Corned Beef 175g,CAN-ACB-175,4,Canned Goods,45.00,55.00
2025-10-11,Century Tuna Flakes in Oil,CAN-CTF-155,9,Canned Goods,38.00,48.00
2025-10-11,Nescafé 3-in-1 Original,BEV-N3N-01,18,Beverages,5.00,7.00
2025-10-11,San Miguel Pale Pilsen 330ml,BEV-SMB-330,8,Beverages,50.00,65.00
2025-10-11,Coca-Cola 1.5L,BEV-CCR-15L,12,Beverages,55.00,70.00
2025-10-11,Milo Powdered Drink 33g Sachet,BEV-MIL-33,11,Beverages,6.00,9.00
2025-10-11,Kopiko 3-in-1 Coffee Sachet,BEV-KPK-01,11,Beverages,6.00,9.00
2025-10-11,Sky Flakes Crackers,SNK-SKF-01,9,Snacks,8.00,12.00
2025-10-11,Chippy Barbecue 110g,SNK-CHP-110,10,Snacks,12.00,18.00
2025-10-11,Surf Detergent Powder 65g,HSH-SRF-65,9,Household,6.00,9.00
2025-10-11,Safeguard Soap 90g,BDY-SFG-90,5,Body Care,22.00,30.00
2025-10-11,Colgate Toothpaste 150g,BDY-COL-150,4,Body Care,55.00,72.00
2025-10-11,Palmolive Shampoo Sachet,BDY-PLM-01,9,Body Care,5.00,8.00
2025-10-11,Datu Puti Soy Sauce 385ml,CON-DTP-385,8,Condiments,18.00,25.00
2025-10-11,Bear Brand Powdered Milk 320g,DRY-BBM-320,7,Dairy,70.00,90.00
2025-10-11,Pandesal 10pcs,BKY-PDS-10,12,Bakery,45.00,60.00
2025-10-11,Fresh Eggs Tray 30s,FRS-EGG-30,6,Fresh,210.00,260.00
2025-10-11,CDO Hotdog 1kg,FRS-HTD-1K,4,Fresh,180.00,230.00
2025-10-12,Golden Fiesta Cooking Oil 1L,PNT-OIL-1L,7,Pantry,60.00,75.00
2025-10-12,Lucky Me Pancit Canton,PNT-LMC-55G,10,Pantry,10.00,14.00
2025-10-12,Argentina Corned Beef 175g,CAN-ACB-175,1,Canned Goods,45.00,55.00
2025-10-12,Century Tuna Flakes in Oil,CAN-CTF-155,5,Canned Goods,38.00,48.00
2025-10-12,Nescafé 3-in-1 Original,BEV-N3N-01,9,Beverages,5.00,7.00
2025-10-12,San Miguel Pale Pilsen 330ml,BEV-SMB-330,6,Beverages,50.00,65.00
2025-10-12,Coca-Cola 1.5L,BEV-CCR-15L,8,Beverages,55.00,70.00
2025-10-12,Milo Powdered Drink 33g Sachet,BEV-MIL-33,11,Beverages,6.00,9.00
2025-10-12,Kopiko 3-in-1 Coffee Sachet,BEV-KPK-01,13,Beverages,6.00,9.00
2025-10-12,Sky Flakes Crackers,SNK-SKF-01,4,Snacks,8.00,12.00
2025-10-12,Chippy Barbecue 110g,SNK-CHP-110,13,Snacks,12.00,18.00
2025-10-12,Surf Detergent Powder 65g,HSH-SRF-65,12,Household,6.00,9.00
2025-10-12,Safeguard Soap 90g,BDY-SFG-90,3,Body Care,22.00,30.00
2025-10-12,Colgate Toothpaste 150g,BDY-COL-150,2,Body Care,55.00,72.00
2025-10-12,Palmolive Shampoo Sachet,BDY-PLM-01,6,Body Care,5.00,8.00
2025-10-12,Datu Puti Soy Sauce 385ml,CON-DTP-385,6,Condiments,18.00,25.00
2025-10-12,Bear Brand Powdered Milk 320g,DRY-BBM-320,5,Dairy,70.00,90.00
2025-10-12,Pandesal 10pcs,BKY-PDS-10,10,Bakery,45.00,60.00
2025-10-12,Fresh Eggs Tray 30s,FRS-EGG-30,10,Fresh,210.00,260.00
2025-10-12,CDO Hotdog 1kg,FRS-HTD-1K,3,Fresh,180.00,230.00
2025-10-13,Golden Fiesta Cooking Oil 1L,PNT-OIL-1L,4,Pantry,60.00,75.00
2025-10-13,Lucky Me Pancit Canton,PNT-LMC-55G,14,Pantry,10.00,14.00
2025-10-13,Argentina Corned Beef 175g,CAN-ACB-175,3,Canned Goods,45.00,55.00
2025-10-13,Century Tuna Flakes in Oil,CAN-CTF-155,4,Canned Goods,38.00,48.00
2025-10-13,Nescafé 3-in-1 Original,BEV-N3N-01,6,Beverages,5.00,7.00
2025-10-13,San Miguel Pale Pilsen 330ml,BEV-SMB-330,10,Beverages,50.00,65.00
2025-10-13,Coca-Cola 1.5L,BEV-CCR-15L,5,Beverages,55.00,70.00
2025-10-13,Milo Powdered Drink 33g Sachet,BEV-MIL-33,13,Beverages,6.00,9.00
2025-10-13,Kopiko 3-in-1 Coffee Sachet,BEV-KPK-01,9,Beverages,6.00,9.00
2025-10-13,Sky Flakes Crackers,SNK-SKF-01,8,Snacks,8.00,12.00
2025-10-13,Chippy Barbecue 110g,SNK-CHP-110,9,Snacks,12.00,18.00
2025-10-13,Surf Detergent Powder 65g,HSH-SRF-65,8,Household,6.00,9.00
2025-10-13,Safeguard Soap 90g,BDY-SFG-90,5,Body Care,22.00,30.00
2025-10-13,Colgate Toothpaste 150g,BDY-COL-150,5,Body Care,55.00,72.00
2025-10-13,Palmolive Shampoo Sachet,BDY-PLM-01,10,Body Care,5.00,8.00
2025-10-13,Datu Puti Soy Sauce 385ml,CON-DTP-385,4,Condiments,18.00,25.00
2025-10-13,Bear Brand Powdered Milk 320g,DRY-BBM-320,1,Dairy,70.00,90.00
2025-10-13,Pandesal 10pcs,BKY-PDS-10,5,Bakery,45.00,60.00
2025-10-13,Fresh Eggs Tray 30s,FRS-EGG-30,5,Fresh,210.00,260.00
2025-10-13,CDO Hotdog 1kg,FRS-HTD-1K,2,Fresh,180.00,230.00
2025-10-14,Golden Fiesta Cooking Oil 1L,PNT-OIL-1L,6,Pantry,60.00,75.00
2025-10-14,Lucky Me Pancit Canton,PNT-LMC-55G,14,Pantry,10.00,14.00
2025-10-14,Argentina Corned Beef 175g,CAN-ACB-175,1,Canned Goods,45.00,55.00
2025-10-14,Century Tuna Flakes in Oil,CAN-CTF-155,2,Canned Goods,38.00,48.00
2025-10-14,Nescafé 3-in-1 Original,BEV-N3N-01,9,Beverages,5.00,7.00
2025-10-14,San Miguel Pale Pilsen 330ml,BEV-SMB-330,9,Beverages,50.00,65.00
2025-10-14,Coca-Cola 1.5L,BEV-CCR-15L,3,Beverages,55.00,70.00
"October 14, 2025",Milo Powdered Drink 33g Sachet,BEV-MIL-33,7,Beverages,6.00,9.00
2025-10-14,Kopiko 3-in-1 Coffee Sachet,BEV-KPK-01,7,Beverages,6.00,9.00
2025-10-14,Sky Flakes Crackers,SNK-SKF-01,7,Snacks,8.00,12.00
2025-10-14,Chippy Barbecue 110g,SNK-CHP-110,6,Snacks,12.00,18.00
2025-10-14,Surf Detergent Powder 65g,HSH-SRF-65,5,Household,6.00,9.00
2025-10-14,Safeguard Soap 90g,BDY-SFG-90,1,Body Care,22.00,30.00
2025-10-14,Colgate Toothpaste 150g,BDY-COL-150,1,Body Care,55.00,72.00
2025-10-14,Palmolive Shampoo Sachet,BDY-PLM-01,7,Body Care,5.00,8.00
2025-10-14,Bear Brand Powdered Milk 320g,DRY-BBM-320,2,Dairy,70.00,90.00
2025-10-14,Pandesal 10pcs,BKY-PDS-10,13,Bakery,45.00,60.00
2025-10-14,Fresh Eggs Tray 30s,FRS-EGG-30,2,Fresh,210.00,260.00
2025-10-14,CDO Hotdog 1kg,FRS-HTD-1K,5,Fresh,180.00,230.00
2025-10-15,Golden Fiesta Cooking Oil 1L,PNT-OIL-1L,3,Pantry,60.00,75.00
2025-10-15,Lucky Me Pancit Canton,PNT-LMC-55G,18,Pantry,10.00,14.00
2025-10-15,Argentina Corned Beef 175g,CAN-ACB-175,2,Canned Goods,45.00,55.00
2025-10-15,Century Tuna Flakes in Oil,CAN-CTF-155,4,Canned Goods,38.00,48.00
2025-10-15,Nescafé 3-in-1 Original,BEV-N3N-01,10,Beverages,5.00,7.00
2025-10-15,San Miguel Pale Pilsen 330ml,BEV-SMB-330,3,Beverages,50.00,65.00
2025-10-15,Coca-Cola 1.5L,BEV-CCR-15L,4,Beverages,55.00,70.00
2025-10-15,Milo Powdered Drink 33g Sachet,BEV-MIL-33,5,Beverages,6.00,9.00
2025-10-15,Kopiko 3-in-1 Coffee Sachet,BEV-KPK-01,8,Beverages,6.00,9.00
2025-10-15,Sky Flakes Crackers,SNK-SKF-01,10,Snacks,8.00,12.00
2025-10-15,Chippy Barbecue 110g,SNK-CHP-110,8,Snacks,12.00,18.00
2025-10-15,Surf Detergent Powder 65g,HSH-SRF-65,4,Household,6.00,9.00
2025-10-15,Safeguard Soap 90g,BDY-SFG-90,7,Body Care,22.00,30.00
2025-10-15,Colgate Toothpaste 150g,BDY-COL-150,6,Body Care,55.00,72.00
2025-10-15,Palmolive Shampoo Sachet,BDY-PLM-01,8,Body Care,5.00,8.00
2025-10-15,Datu Puti Soy Sauce 385ml,CON-DTP-385,1,Condiments,18.00,25.00
2025-10-15,Bear Brand Powdered Milk 320g,DRY-BBM-320,4,Dairy,70.00,90.00
2025-10-15,Pandesal 10pcs,BKY-PDS-10,11,Bakery,45.00,60.00
2025-10-15,Fresh Eggs Tray 30s,FRS-EGG-30,3,Fresh,210.00,260.00
2025-10-16,Golden Fiesta Cooking Oil 1L,PNT-OIL-1L,2,Pantry,60.00,75.00
2025-10-16,Lucky Me Pancit Canton,PNT-LMC-55G,19,Pantry,10.00,14.00
2025-10-16,Argentina Corned Beef 175g,CAN-ACB-175,8,Canned Goods,45.00,55.00
2025-10-16,Century Tuna Flakes in Oil,CAN-CTF-155,3,Canned Goods,38.00,48.00
2025-10-16,Nescafé 3-in-1 Original,BEV-N3N-01,5,Beverages,5.00,7.00
2025-10-16,San Miguel Pale Pilsen 330ml,BEV-SMB-330,3,Beverages,50.00,65.00
2025-10-16,Coca-Cola 1.5L,BEV-CCR-15L,7,Beverages,55.00,70.00
2025-10-16,Milo Powdered Drink 33g Sachet,BEV-MIL-33,10,Beverages,6.00,9.00
2025-10-16,Kopiko 3-in-1 Coffee Sachet,BEV-KPK-01,12,Beverages,6.00,9.00
2025-10-16,Sky Flakes Crackers,SNK-SKF-01,5,Snacks,8.00,12.00
2025-10-16,Chippy Barbecue 110g,SNK-CHP-110,3,Snacks,12.00,18.00
2025-10-16,Surf Detergent Powder 65g,HSH-SRF-65,11,Household,6.00,9.00
2025-10-16,Safeguard Soap 90g,BDY-SFG-90,3,Body Care,22.00,30.00
2025-10-16,Colgate Toothpaste 150g,BDY-COL-150,4,Body Care,55.00,72.00
2025-10-16,Palmolive Shampoo Sachet,BDY-PLM-01,6,Body Care,5.00,8.00
2025-10-16,Datu Puti Soy Sauce 385ml,CON-DTP-385,7,Condiments,18.00,25.00
2025-10-16,Bear Brand Powdered Milk 320g,DRY-BBM-320,5,Dairy,70.00,90.00
2025-10-16,Pandesal 10pcs,BKY-PDS-10,15,Bakery,45.00,60.00
2025-10-16,Fresh Eggs Tray 30s,FRS-EGG-30,1,Fresh,210.00,260.00
2025-10-16,CDO Hotdog 1kg,FRS-HTD-1K,2,Fresh,180.00,230.00
2025-10-17,Golden Fiesta Cooking Oil 1L,PNT-OIL-1L,9,Pantry,60.00,75.00
2025-10-17,Lucky Me Pancit Canton,PNT-LMC-55G,21,Pantry,10.00,14.00
2025-10-17,Argentina Corned Beef 175g,CAN-ACB-175,5,Canned Goods,45.00,55.00
2025-10-17,Century Tuna Flakes in Oil,CAN-CTF-155,5,Canned Goods,38.00,48.00
2025-10-17,Nescafé 3-in-1 Original,BEV-N3N-01,12,Beverages,5.00,7.00
2025-10-17,San Miguel Pale Pilsen 330ml,BEV-SMB-330,7,Beverages,50.00,65.00
2025-10-17,Coca-Cola 1.5L,BEV-CCR-15L,5,Beverages,55.00,70.00
2025-10-17,Milo Powdered Drink 33g Sachet,BEV-MIL-33,16,Beverages,6.00,9.00
2025-10-17,Kopiko 3-in-1 Coffee Sachet,BEV-KPK-01,14,Beverages,6.00,9.00
2025-10-17,Sky Flakes Crackers,SNK-SKF-01,7,Snacks,8.00,12.00
2025-10-17,Chippy Barbecue 110g,SNK-CHP-110,14,Snacks,12.00,18.00
2025-10-17,Surf Detergent Powder 65g,HSH-SRF-65,10,Household,6.00,9.00
2025-10-17,Safeguard Soap 90g,BDY-SFG-90,6,Body Care,22.00,30.00
2025-10-17,Colgate Toothpaste 150g,BDY-COL-150,3,Body Care,55.00,72.00
2025-10-17,Palmolive Shampoo Sachet,BDY-PLM-01,9,Body Care,5.00,8.00
2025-10-17,Datu Puti Soy Sauce 385ml,CON-DTP-385,10,Condiments,18.00,25.00
2025-10-17,Bear Brand Powdered Milk 320g,DRY-BBM-320,4,Dairy,70.00,90.00
2025-10-17,Pandesal 10pcs,BKY-PDS-10,11,Bakery,45.00,60.00
2025-10-17,Fresh Eggs Tray 30s,FRS-EGG-30,4,Fresh,210.00,260.00
2025-10-17,CDO Hotdog 1kg,FRS-HTD-1K,2,Fresh,180.00,230.00
2025-10-18,Golden Fiesta Cooking Oil 1L,PNT-OIL-1L,2,Pantry,60.00,75.00
2025-10-18,Lucky Me Pancit Canton,PNT-LMC-55G,26,Pantry,10.00,14.00
2025-10-18,Argentina Corned Beef 175g,CAN-ACB-175,4,Canned Goods,45.00,55.00
2025-10-18,Century Tuna Flakes in Oil,CAN-CTF-155,8,Canned Goods,38.00,48.00
2025-10-18,Nescafé 3-in-1 Original,BEV-N3N-01,14,Beverages,5.00,7.00
2025-10-18,San Miguel Pale Pilsen 330ml,BEV-SMB-330,9,Beverages,50.00,65.00
2025-10-18,Coca-Cola 1.5L,BEV-CCR-15L,7,Beverages,55.00,70.00
2025-10-18,Milo Powdered Drink 33g Sachet,BEV-MIL-33,9,Beverages,6.00,9.00
2025-10-18,Kopiko 3-in-1 Coffee Sachet,BEV-KPK-01,8,Beverages,6.00,9.00
2025-10-18,Sky Flakes Crackers,SNK-SKF-01,9,Snacks,8.00,12.00
2025-10-18,Chippy Barbecue 110g,SNK-CHP-110,6,Snacks,12.00,18.00
2025-10-18,Surf Detergent Powder 65g,HSH-SRF-65,7,Household,6.00,9.00
2025-10-18,Safeguard Soap 90g,BDY-SFG-90,5,Body Care,22.00,30.00
2025-10-18,Colgate Toothpaste 150g,BDY-COL-150,1,Body Care,55.00,72.00
2025-10-18,Palmolive Shampoo Sachet,BDY-PLM-01,5,Body Care,5.00,8.00
2025-10-18,Datu Puti Soy Sauce 385ml,CON-DTP-385,3,Condiments,18.00,25.00
2025-10-18,Bear Brand Powdered Milk 320g,DRY-BBM-320,4,Dairy,70.00,90.00
2025-10-18,Pandesal 10pcs,BKY-PDS-10,13,Bakery,45.00,60.00
2025-10-18,Fresh Eggs Tray 30s,FRS-EGG-30,7,Fresh,210.00,260.00
2025-10-18,CDO Hotdog 1kg,FRS-HTD-1K,7,Fresh,180.00,230.00
2025-10-19,Golden Fiesta Cooking Oil 1L,PNT-OIL-1L,6,Pantry,60.00,75.00
2025-10-19,Lucky Me Pancit Canton,PNT-LMC-55G,19,Pantry,10.00,14.00
2025-10-19,Argentina Corned Beef 175g,CAN-ACB-175,7,Canned Goods,45.00,55.00
2025-10-19,Century Tuna Flakes in Oil,CAN-CTF-155,8,Canned Goods,38.00,48.00
2025-10-19,Nescafé 3-in-1 Original,BEV-N3N-01,6,Beverages,5.00,7.00
2025-10-19,San Miguel Pale Pilsen 330ml,BEV-SMB-330,4,Beverages,50.00,65.00
2025-10-19,Coca-Cola 1.5L,BEV-CCR-15L,10,Beverages,55.00,70.00
2025-10-19,Milo Powdered Drink 33g Sachet,BEV-MIL-33,17,Beverages,6.00,9.00
2025-10-19,Kopiko 3-in-1 Coffee Sachet,BEV-KPK-01,9,Beverages,6.00,9.00
2025-10-19,Sky Flakes Crackers,SNK-SKF-01,5,Snacks,8.00,12.00
2025-10-19,Chippy Barbecue 110g,SNK-CHP-110,8,Snacks,12.00,18.00
2025-10-19,Surf Detergent Powder 65g,HSH-SRF-65,5,Household,6.00,9.00
2025-10-19,Safeguard Soap 90g,BDY-SFG-90,5,Body Care,22.00,30.00
2025-10-19,Colgate Toothpaste 150g,BDY-COL-150,7,Body Care,55.00,72.00
2025-10-19,Palmolive Shampoo Sachet,BDY-PLM-01,4,Body Care,5.00,8.00
2025-10-19,Datu Puti Soy Sauce 385ml,CON-DTP-385,5,Condiments,18.00,25.00
2025-10-19,Bear Brand Powdered Milk 320g,DRY-BBM-320,5,Dairy,70.00,90.00
2025-10-19,Pandesal 10pcs,BKY-PDS-10,12,Bakery,45.00,60.00
2025-10-19,Fresh Eggs Tray 30s,FRS-EGG-30,8,Fresh,210.00,260.00
2025-10-19,CDO Hotdog 1kg,FRS-HTD-1K,3,Fresh,180.00,230.00
2025-10-20,Golden Fiesta Cooking Oil 1L,PNT-OIL-1L,3,Pantry,60.00,75.00
2025-10-20,Lucky Me Pancit Canton,PNT-LMC-55G,12,Pantry,10.00,14.00
2025-10-20,Argentina Corned Beef 175g,CAN-ACB-175,6,Canned Goods,45.00,55.00
2025-10-20,Century Tuna Flakes in Oil,CAN-CTF-155,2,Canned Goods,38.00,48.00
2025-10-20,Nescafé 3-in-1 Original,BEV-N3N-01,6,Beverages,5.00,7.00
2025-10-20,San Miguel Pale Pilsen 330ml,BEV-SMB-330,2,Beverages,50.00,65.00
2025-10-20,Coca-Cola 1.5L,BEV-CCR-15L,6,Beverages,55.00,70.00
2025-10-20,Milo Powdered Drink 33g Sachet,BEV-MIL-33,7,Beverages,6.00,9.00
2025-10-20,Kopiko 3-in-1 Coffee Sachet,BEV-KPK-01,4,Beverages,6.00,9.00
2025-10-20,Sky Flakes Crackers,SNK-SKF-01,9,Snacks,8.00,12.00
2025-10-20,Chippy Barbecue 110g,SNK-CHP-110,9,Snacks,12.00,18.00
2025-10-20,Surf Detergent Powder 65g,HSH-SRF-65,6,Household,6.00,9.00
2025-10-20,Safeguard Soap 90g,BDY-SFG-90,7,Body Care,22.00,30.00
2025-10-20,Colgate Toothpaste 150g,BDY-COL-150,1,Body Care,55.00,72.00
2025-10-20,Palmolive Shampoo Sachet,BDY-PLM-01,8,Body Care,5.00,8.00
2025-10-20,Datu Puti Soy Sauce 385ml,CON-DTP-385,6,Condiments,18.00,25.00
2025-10-20,Bear Brand Powdered Milk 320g,DRY-BBM-320,3,Dairy,70.00,90.00
2025-10-20,Pandesal 10pcs,BKY-PDS-10,17,Bakery,45.00,60.00
2025-10-20,Fresh Eggs Tray 30s,FRS-EGG-30,5,Fresh,210.00,260.00
2025-10-20,CDO Hotdog 1kg,FRS-HTD-1K,3,Fresh,180.00,230.00
2025-10-21,Golden Fiesta Cooking Oil 1L,PNT-OIL-1L,3,Pantry,60.00,75.00
2025-10-21,Lucky Me Pancit Canton,PNT-LMC-55G,13,Pantry,10.00,14.00
2025-10-21,Argentina Corned Beef 175g,CAN-ACB-175,2,Canned Goods,45.00,55.00
2025-10-21,Century Tuna Flakes in Oil,CAN-CTF-155,3,Canned Goods,38.00,48.00
2025-10-21,Nescafé 3-in-1 Original,BEV-N3N-01,6,Beverages,5.00,7.00
2025-10-21 14:30:00,San Miguel Pale Pilsen 330ml,BEV-SMB-330,5,Beverages,50.00,65.00
2025-10-21,Coca-Cola 1.5L,BEV-CCR-15L,3,Beverages,55.00,70.00
2025-10-21,Milo Powdered Drink 33g Sachet,BEV-MIL-33,9,Beverages,6.00,9.00
2025-10-21,Kopiko 3-in-1 Coffee Sachet,BEV-KPK-01,7,Beverages,6.00,9.00
2025-10-21,Sky Flakes Crackers,SNK-SKF-01,5,Snacks,8.00,12.00
2025-10-21,Chippy Barbecue 110g,SNK-CHP-110,4,Snacks,12.00,18.00
2025-10-21,Surf Detergent Powder 65g,HSH-SRF-65,8,Household,6.00,9.00
2025-10-21,Safeguard Soap 90g,BDY-SFG-90,6,Body Care,22.00,30.00
2025-10-21,Palmolive Shampoo Sachet,BDY-PLM-01,15,Body Care,5.00,8.00
2025-10-21,Datu Puti Soy Sauce 385ml,CON-DTP-385,6,Condiments,18.00,25.00
2025-10-21,Bear Brand Powdered Milk 320g,DRY-BBM-320,3,Dairy,70.00,90.00
2025-10-21,Pandesal 10pcs,BKY-PDS-10,8,Bakery,45.00,60.00
2025-10-21,Fresh Eggs Tray 30s,FRS-EGG-30,4,Fresh,210.00,260.00
2025-10-21,CDO Hotdog 1kg,FRS-HTD-1K,6,Fresh,180.00,230.00
2025-10-22,Golden Fiesta Cooking Oil 1L,PNT-OIL-1L,2,Pantry,60.00,75.00
2025-10-22,Lucky Me Pancit Canton,PNT-LMC-55G,14,Pantry,10.00,14.00
2025-10-22,Argentina Corned Beef 175g,CAN-ACB-175,5,Canned Goods,45.00,55.00
2025-10-22,Century Tuna Flakes in Oil,CAN-CTF-155,4,Canned Goods,38.00,48.00
2025-10-22,Nescafé 3-in-1 Original,BEV-N3N-01,9,Beverages,5.00,7.00
2025-10-22,San Miguel Pale Pilsen 330ml,BEV-SMB-330,4,Beverages,50.00,65.00
2025-10-22,Coca-Cola 1.5L,BEV-CCR-15L,5,Beverages,55.00,70.00
2025-10-22,Milo Powdered Drink 33g Sachet,BEV-MIL-33,6,Beverages,6.00,9.00
2025-10-22,Kopiko 3-in-1 Coffee Sachet,BEV-KPK-01,5,Beverages,6.00,9.00
2025-10-22,Sky Flakes Crackers,SNK-SKF-01,7,Snacks,8.00,12.00
2025-10-22,Chippy Barbecue 110g,SNK-CHP-110,7,Snacks,12.00,18.00
2025-10-22,Surf Detergent Powder 65g,HSH-SRF-65,6,Household,6.00,9.00
2025-10-22,Safeguard Soap 90g,BDY-SFG-90,5,Body Care,22.00,30.00
2025-10-22,Colgate Toothpaste 150g,BDY-COL-150,5,Body Care,55.00,72.00
2025-10-22,Palmolive Shampoo Sachet,BDY-PLM-01,10,Body Care,5.00,8.00
2025-10-22,Datu Puti Soy Sauce 385ml,CON-DTP-385,3,Condiments,18.00,25.00
2025-10-22,Bear Brand Powdered Milk 320g,DRY-BBM-320,6,Dairy,70.00,90.00
2025-10-22,Pandesal 10pcs,BKY-PDS-10,5,Bakery,45.00,60.00
2025-10-22,Fresh Eggs Tray 30s,FRS-EGG-30,5,Fresh,210.00,260.00
2025-10-22,CDO Hotdog 1kg,FRS-HTD-1K,8,Fresh,180.00,230.00
2025-10-23,Golden Fiesta Cooking Oil 1L,PNT-OIL-1L,3,Pantry,60.00,75.00
2025-10-23,Lucky Me Pancit Canton,SUP-4821-4821-4821-4821-4821-4821-4821-4821-4821-4821-4821-4821-4821-4821-4821-4821-4821-4821-4821-4821-4821-4821-4821-4821-,15,Pantry,10.00,14.00
2025-10-23,Argentina Corned Beef 175g,CAN-ACB-175,6,Canned Goods,45.00,55.00
2025-10-23,Century Tuna Flakes in Oil,CAN-CTF-155,3,Canned Goods,38.00,48.00
2025-10-23,Nescafé 3-in-1 Original,BEV-N3N-01,7,Beverages,5.00,7.00
2025-10-23,San Miguel Pale Pilsen 330ml,BEV-SMB-330,6,Beverages,50.00,65.00
2025-10-23,Coca-Cola 1.5L,BEV-CCR-15L,16,Beverages,55.00,70.00
2025-10-23,Milo Powdered Drink 33g Sachet,BEV-MIL-33,12,Beverages,6.00,9.00
2025-10-23,Kopiko 3-in-1 Coffee Sachet,BEV-KPK-01,4,Beverages,6.00,9.00
2025-10-23,Sky Flakes Crackers,SNK-SKF-01,3,Snacks,8.00,12.00
2025-10-23,Chippy Barbecue 110g,SNK-CHP-110,9,Snacks,12.00,18.00
2025-10-23,Surf Detergent Powder 65g,HSH-SRF-65,7,Household,6.00,9.00
2025-10-23,Safeguard Soap 90g,BDY-SFG-90,8,Body Care,22.00,30.00
2025-10-23,Colgate Toothpaste 150g,BDY-COL-150,5,Body Care,55.00,72.00
2025-10-23,Palmolive Shampoo Sachet,BDY-PLM-01,9,Body Care,5.00,8.00
2025-10-23,Datu Puti Soy Sauce 385ml,CON-DTP-385,12,Condiments,18.00,25.00
2025-10-23,Bear Brand Powdered Milk 320g,DRY-BBM-320,5,Dairy,70.00,90.00
2025-10-23,Pandesal 10pcs,BKY-PDS-10,12,Bakery,45.00,60.00
2025-10-23,Fresh Eggs Tray 30s,FRS-EGG-30,9,Fresh,210.00,260.00
2025-10-23,CDO Hotdog 1kg,FRS-HTD-1K,5,Fresh,180.00,230.00
2025-10-24,Golden Fiesta Cooking Oil 1L,PNT-OIL-1L,2,Pantry,60.00,75.00
